customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
4937-BBBB,Male,0,Yes,No,8,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.25,Yes,573.28
7620-VVVV,Female,1,Yes,Yes,38,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No,No internet service,One year,No,Mailed check,31.27,No,1192.28
6236-VVVV,Female,0,Yes,No,64,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),99.73,No,6383.91
3292-XXXX,Female,0,Yes,Yes,70,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),88.18,No,6152.99
1417-UUUU,Female,0,No,Yes,70,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),114.12,Yes,7981.93
9148-JJJJ,Female,0,No,Yes,6,Yes,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),72.04,No,431.24
5250-NNNN,Female,1,No,No,71,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),54.14,No,3836.64
7628-MMMM,Female,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,115.02,Yes,7597.01
1578-SSSS,Male,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),72.36,No,649.69
4111-KKKK,Male,0,Yes,No,70,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,19.85,No,1396.08
4643-VVVV,Female,0,Yes,No,52,No,No,No,Yes,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,65.85,Yes,3435.75
9759-UUUU,Male,0,No,Yes,56,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),18.49,Yes,1039.88
8794-VVVV,Male,0,Yes,Yes,26,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No internet service,Two year,No,Credit card (automatic),92.39,No,2403.83
6873-QQQQ,Female,0,Yes,No,53,Yes,No phone service,No,Yes,No internet service,No,No,No internet service,No,Month-to-month,No,Electronic check,75.13,No,3968.75
5918-FFFF,Male,1,Yes,Yes,3,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No internet service,No internet service,One year,No,Mailed check,29.29,No,88.46
3967-JJJJ,Male,0,Yes,Yes,22,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.96,Yes,2183.09
2599-PPPP,Male,0,Yes,No,47,Yes,No,DSL,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),72.16,No,3379.45
3096-XXXX,Male,1,Yes,No,41,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),29.71,Yes,1221.01
5237-XXXX,Male,0,No,Yes,2,No,No,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),34.33,Yes,56.0
3999-VVVV,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card (automatic),100.87,Yes,224.42
6499-UUUU,Female,0,Yes,Yes,27,Yes,No,No,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),53.98,Yes,1466.6
2463-HHHH,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,100.77,Yes,6248.24
6820-HHHH,Male,0,Yes,No,30,No,No,No,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,25.24,No,729.25
6031-NNNN,Female,0,No,Yes,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Two year,No,Electronic check,42.76,No,365.86
6428-LLLL,Male,1,No,Yes,48,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Electronic check,95.09,Yes,4587.11
5269-SSSS,Male,0,Yes,Yes,20,No,Yes,DSL,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,82.74,Yes,1649.32
5817-OOOO,Male,0,Yes,No,52,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.09,Yes,2564.52
2929-PPPP,Male,0,Yes,No,53,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),112.32,No,5947.76
1879-UUUU,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),39.46,Yes,2199.77
2166-PPPP,Female,0,No,Yes,19,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Credit card (automatic),103.65,No,1958.69
4187-QQQQ,Male,0,No,Yes,48,Yes,Yes,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),88.17,No,4216.81
2963-VVVV,Female,1,No,No,6,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,30.42,Yes,188.19
7253-QQQQ,Male,0,Yes,No,28,Yes,No,No,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,74.04,Yes,2076.93
5888-NNNN,Female,0,No,No,47,Yes,No,DSL,No,Yes,Yes,No,No,No internet service,Two year,Yes,Bank transfer (automatic),111.71,No,5244.96
1885-EEEE,Female,0,No,Yes,12,Yes,No phone service,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),80.45,Yes,944.64
3250-GGGG,Male,0,Yes,No,2,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.4,Yes,140.3
6614-NNNN,Female,0,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,Yes,Electronic check,55.07,Yes,60.68
8496-EEEE,Male,0,No,No,15,No,Yes,DSL,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,97.52,No,1484.89
6183-WWWW,Female,0,No,Yes,5,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Two year,Yes,Mailed check,110.01,No,560.3
3954-YYYY,Male,0,No,Yes,44,No,Yes,No,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),93.96,Yes,4136.16
2324-PPPP,Male,0,No,No,70,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.14,No,6371.34
6449-UUUU,Female,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),37.6,No,162.87
3897-KKKK,Female,0,Yes,No,55,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card (automatic),102.07,No,5615.0
1950-AAAA,Male,1,No,Yes,70,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),22.34,No,1565.38
8406-IIII,Female,0,No,Yes,31,Yes,Yes,No,Yes,Yes,No,No,No,No internet service,Two year,No,Electronic check,94.36,No,2936.97
4430-YYYY,Female,0,No,No,48,Yes,No,No,Yes,No internet service,No,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),39.44,No,1890.68
3762-SSSS,Male,0,No,Yes,12,No,No,DSL,No internet service,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),67.22,No,815.61
3595-PPPP,Male,0,No,No,29,Yes,Yes,No,No,No internet service,No internet service,Yes,No,Yes,One year,Yes,Mailed check,88.12,No,2543.47
2442-EEEE,Female,0,Yes,No,24,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,94.54,No,2261.82
8105-UUUU,Male,0,Yes,No,59,No,Yes,DSL,No internet service,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),107.5,Yes,6347.22
8035-MMMM,Male,0,Yes,Yes,58,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,46.65,Yes,2705.1
8029-PPPP,Male,1,No,Yes,27,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Credit card (automatic),40.79,Yes,
7280-AAAA,Female,0,No,Yes,57,Yes,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),118.37,No,6735.2
1618-RRRR,Female,0,Yes,No,19,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),39.11,No,752.7
4267-XXXX,Male,0,Yes,No,33,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No,One year,Yes,Mailed check,85.13,No,2792.78
7112-AAAA,Female,1,No,Yes,4,Yes,No,No,No internet service,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,114.0,Yes,464.77
6279-YYYY,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),108.35,No,6393.16
9700-GGGG,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,Yes,Electronic check,62.8,Yes,2638.27
1293-VVVV,Male,0,No,Yes,56,Yes,Yes,No,No,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,82.33,No,4609.99
1067-UUUU,Male,0,Yes,No,56,Yes,Yes,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),71.42,No,3990.87
5076-HHHH,Female,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,53.09,Yes,2813.42
6641-JJJJ,Male,1,Yes,No,44,Yes,No phone service,No,No,No,Yes,No internet service,No,No internet service,Two year,No,Mailed check,32.76,Yes,1445.1
3112-DDDD,Female,0,No,Yes,36,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),98.99,No,3567.76
7284-QQQQ,Female,1,No,Yes,47,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),27.34,No,1283.98
6015-FFFF,Male,0,Yes,No,53,Yes,Yes,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Two year,No,Credit card (automatic),79.52,No,4213.43
2069-BBBB,Male,0,No,No,47,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.98,No,3663.85
5885-JJJJ,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,51.9,Yes,256.94
8469-XXXX,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.86,Yes,1033.73
9524-TTTT,Male,1,Yes,No,62,Yes,No phone service,No,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,98.61,No,6108.62
9587-KKKK,Male,1,No,No,47,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,One year,No,Credit card (automatic),64.67,No,3029.1
8105-VVVV,Male,1,Yes,Yes,22,Yes,No,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Mailed check,91.14,Yes,2003.46
3192-KKKK,Male,0,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,19.91,No,229.75
9031-LLLL,Female,0,No,No,46,Yes,No phone service,DSL,No internet service,No,No,Yes,Yes,No,One year,No,Mailed check,25.74,No,1187.49
4087-FFFF,Female,0,Yes,No,43,Yes,No phone service,No,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),35.92,No,1556.44
7609-AAAA,Male,1,No,Yes,31,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,One year,Yes,Bank transfer (automatic),29.69,No,917.19
4742-HHHH,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,37.52,No,940.72
3149-GGGG,Male,0,Yes,Yes,52,Yes,No phone service,DSL,Yes,Yes,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),87.24,No,4531.75
1359-SSSS,Female,0,No,No,13,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),22.97,No,297.58
9267-FFFF,Male,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,22.06,Yes,1138.67
3017-LLLL,Female,1,Yes,No,35,Yes,No phone service,No,No internet service,No internet service,No,No,Yes,Yes,Month-to-month,No,Mailed check,21.43,Yes,734.6
1612-MMMM,Female,0,Yes,No,7,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),88.36,Yes,611.78
5190-YYYY,Female,0,No,No,39,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,72.13,Yes,2814.13
9761-TTTT,Male,0,No,Yes,21,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,Yes,Two year,Yes,Bank transfer (automatic),55.46,No,1162.99
1796-TTTT,Female,0,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,86.15,Yes,1288.5
1785-VVVV,Male,0,Yes,No,59,Yes,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Credit card (automatic),73.89,No,4347.71
2771-UUUU,Female,0,Yes,No,59,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.99,Yes,1124.74
1323-BBBB,Male,1,No,Yes,9,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,102.52,No,921.67
2897-NNNN,Female,1,No,Yes,24,Yes,Yes,No,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),53.44,Yes,1288.99
8279-MMMM,Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,58.41,Yes,1762.69
3024-RRRR,Female,0,No,No,20,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,Two year,No,Bank transfer (automatic),96.87,Yes,1936.98
5140-PPPP,Male,1,No,Yes,32,Yes,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),37.05,No,1198.86
3508-GGGG,Male,0,No,Yes,30,Yes,Yes,DSL,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer (automatic),19.26,No,588.25
1152-JJJJ,Male,0,No,Yes,20,No,No,DSL,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,109.59,Yes,2187.44
7895-VVVV,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,One year,Yes,Credit card (automatic),69.05,Yes,2431.4
2654-VVVV,Female,0,No,Yes,64,Yes,No,No,Yes,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),53.38,Yes,3422.88
9524-IIII,Female,0,No,No,3,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,100.56,No,314.46
3247-NNNN,Male,1,Yes,No,67,Yes,Yes,Fiber optic,No internet service,No,Yes,Yes,No,No internet service,Two year,No,Electronic check,20.89,No,1381.34
2718-QQQQ,Female,0,Yes,No,3,No,No phone service,DSL,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),38.58,Yes,122.44
2928-JJJJ,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No internet service,Two year,No,Credit card (automatic),33.86,No,274.0
2867-ZZZZ,Male,0,No,Yes,29,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.4,No,2671.43
2741-PPPP,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Credit card (automatic),49.61,Yes,2167.85
4254-TTTT,Male,0,Yes,No,3,Yes,No,No,No,Yes,Yes,No,No internet service,Yes,One year,No,Credit card (automatic),95.93,Yes,286.29
4272-YYYY,Male,0,Yes,Yes,68,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),22.42,No,1525.06
5308-QQQQ,Female,0,No,No,22,Yes,No phone service,No,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,79.37,No,1740.26
4304-LLLL,Male,0,No,Yes,15,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,Yes,Two year,Yes,Credit card (automatic),50.23,No,745.95
7713-JJJJ,Male,1,Yes,Yes,21,Yes,Yes,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Mailed check,37.04,No,772.35
3627-BBBB,Male,1,No,Yes,71,No,No,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,100.33,No,7116.7
9980-PPPP,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,No,Electronic check,59.68,No,2814.27
4402-WWWW,Female,0,No,No,61,Yes,No phone service,No,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,75.7,No,4609.67
8875-KKKK,Female,0,Yes,No,59,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,One year,Yes,Bank transfer (automatic),21.57,No,1256.18
4842-AAAA,Female,0,Yes,No,4,Yes,No,No,No internet service,No internet service,Yes,Yes,No internet service,No,Two year,Yes,Credit card (automatic),97.81,No,399.1
1208-VVVV,Male,0,No,No,6,Yes,No,No,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),47.08,Yes,291.62
2458-DDDD,Male,0,No,Yes,50,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Mailed check,87.94,No,4395.8
9095-EEEE,Female,0,No,No,64,Yes,No,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,94.68,No,6048.24
2475-YYYY,Male,1,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card (automatic),30.02,Yes,220.77
9383-CCCC,Male,1,No,No,44,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,No,Two year,No,Credit card (automatic),47.99,Yes,2111.91
2659-IIII,Male,1,No,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,90.96,Yes,4189.29
4787-OOOO,Male,0,Yes,No,66,Yes,No phone service,DSL,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),41.58,Yes,
5850-IIII,Female,0,No,No,23,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,No internet service,One year,No,Credit card (automatic),103.49,No,
8606-BBBB,Female,0,Yes,Yes,9,Yes,No phone service,No,No,Yes,Yes,No internet service,No,No internet service,One year,No,Bank transfer (automatic),49.6,No,432.08
2635-FFFF,Female,0,Yes,Yes,72,Yes,No,DSL,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),58.68,Yes,4225.67
1646-JJJJ,Male,0,No,No,47,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.27,Yes,1308.35
6901-ZZZZ,Female,0,Yes,No,34,No,No,DSL,No,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),33.09,Yes,1115.57
6123-NNNN,Female,0,Yes,Yes,53,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,45.93,Yes,2416.77
2898-DDDD,Male,1,No,No,70,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,One year,No,Electronic check,23.17,No,1627.54
1751-AAAA,Male,0,No,Yes,15,Yes,No phone service,No,No internet service,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),37.65,Yes,568.16
3267-VVVV,Female,0,No,No,52,No,No,DSL,No,No internet service,No,Yes,Yes,No,One year,No,Credit card (automatic),59.35,No,3110.69
3793-KKKK,Female,0,Yes,No,39,No,Yes,No,No internet service,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,56.44,No,2203.1
6857-OOOO,Female,0,No,No,19,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.22,No,721.88
5395-XXXX,Female,0,No,No,68,Yes,No phone service,DSL,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),26.34,Yes,1780.81
2522-LLLL,Male,0,No,No,44,Yes,Yes,No,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,50.22,Yes,2219.54
6615-FFFF,Female,0,No,Yes,5,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),93.16,Yes,492.23
2865-MMMM,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Two year,No,Mailed check,69.52,No,4737.45
7557-OOOO,Male,0,No,No,48,Yes,No,Fiber optic,No,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,113.4,Yes,5445.32
5453-MMMM,Female,0,Yes,No,38,Yes,No phone service,No,No internet service,No internet service,No,No,No,No internet service,Month-to-month,Yes,Mailed check,32.31,Yes,1228.48
8835-ZZZZ,Male,0,No,No,1,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),39.09,Yes,22.77
7909-UUUU,Male,1,Yes,Yes,38,Yes,Yes,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,46.42,Yes,1772.76
3732-DDDD,Male,0,Yes,Yes,20,Yes,No,No,No internet service,Yes,Yes,No internet service,No,Yes,Two year,No,Bank transfer (automatic),19.56,No,384.02
3171-WWWW,Female,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),113.06,Yes,4397.32
1960-FFFF,Female,0,No,Yes,53,Yes,No phone service,No,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),63.01,No,3337.66
2699-NNNN,Male,1,Yes,Yes,11,Yes,No phone service,No,No internet service,Yes,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),66.66,Yes,725.47
8908-ZZZZ,Female,1,No,Yes,36,Yes,No,No,No internet service,Yes,No internet service,No,Yes,No internet service,One year,No,Credit card (automatic),34.11,No,1218.72
8178-FFFF,Female,0,No,Yes,37,Yes,Yes,No,Yes,No internet service,No internet service,Yes,No,No,Two year,Yes,Mailed check,105.96,No,3915.63
7221-YYYY,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.86,Yes,1211.13
6875-TTTT,Male,1,No,No,6,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),61.6,Yes,367.0
1472-VVVV,Female,0,No,Yes,49,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,106.49,Yes,5220.42
3140-PPPP,Male,0,Yes,Yes,64,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),109.25,No,6982.1
8997-DDDD,Female,0,No,Yes,66,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),23.22,No,1545.99
7738-OOOO,Female,1,Yes,Yes,43,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),30.24,No,1294.6
1753-CCCC,Female,1,Yes,No,30,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),21.03,No,620.12
5286-UUUU,Female,0,Yes,Yes,42,Yes,No phone service,No,No internet service,No,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),76.71,Yes,3229.99
6148-AAAA,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),40.15,Yes,1887.7
9598-YYYY,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,Two year,No,Bank transfer (automatic),103.17,No,6203.62
4669-VVVV,Male,0,Yes,No,9,No,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),65.07,No,601.7
6542-QQQQ,Male,1,Yes,Yes,28,Yes,No phone service,No,No,No internet service,No,Yes,No,Yes,One year,No,Bank transfer (automatic),102.44,No,2854.51
9570-WWWW,Female,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,74.09,No,3504.49
2560-NNNN,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Credit card (automatic),98.26,Yes,5970.34
5072-PPPP,Male,0,No,No,12,Yes,No,No,No internet service,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,55.62,Yes,654.76
6664-VVVV,Female,0,Yes,No,43,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),113.26,No,4856.81
7305-EEEE,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Bank transfer (automatic),85.3,No,3937.29
1894-AAAA,Female,0,Yes,No,63,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No internet service,One year,Yes,Credit card (automatic),78.1,No,4925.49
3571-QQQQ,Male,0,Yes,Yes,52,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,53.66,Yes,2793.08
8688-PPPP,Male,0,No,Yes,43,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,No,Credit card (automatic),112.44,No,4810.82
3709-CCCC,Male,0,No,Yes,27,Yes,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),52.19,Yes,1408.9
9055-KKKK,Female,0,No,No,1,Yes,No,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),102.25,Yes,126.63
4946-KKKK,Male,0,Yes,No,56,No,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),58.88,No,3302.44
